1.19951, 0.420003, 0, 0, 0, 0, 1, 2.67497e-10, 1.44548e-07, -0.147, 0, 0, 0, 0;
1.19951, 0.420003, 0, 0, 0, 0, 1, 2.67497e-10, 1.44548e-07, -0.147, 0, 0, 0, 0;
1.19951, 0.420003, 0, 0, 0, 0, 1, 2.67496e-10, 1.44594e-07, -0.147, 0, 0, 0, 0;
1.19951, 0.420003, 0, 0, 0, 0, 1, 2.67492e-10, 1.44686e-07, -0.147, 0, 0, 0, 0;
1.1995, 0.420003, 0, 0, 0, 0, 1, 2.67488e-10, 1.44826e-07, -0.147, 0, 0, 0, 0;
1.1995, 0.420003, 0, 0, 0, 0, 1, 2.67481e-10, 1.45011e-07, -0.147, 0, 0, 0, 0;
1.1995, 0.420003, 0, 0, 0, 0, 1, 2.67475e-10, 1.45197e-07, -0.147, 0, 0, 0, 0;
1.1995, 0.420003, 0, 0, 0, 0, 1, 2.67465e-10, 1.45476e-07, -0.147, 0, 0, 0, 0;
1.1995, 0.420003, 0, 0, 0, 0, 1, 2.67454e-10, 1.45801e-07, -0.147, 0, 0, 0, 0;
1.19949, 0.420003, 0, 0, 0, 0, 1, 2.67441e-10, 1.46174e-07, -0.147, 0, 0, 0, 0;
1.19949, 0.420003, 0, 0, 0, 0, 1, 2.67428e-10, 1.46547e-07, -0.147, 0, 0, 0, 0;
1.19949, 0.420003, 0, 0, 0, 0, 1, 2.67411e-10, 1.47013e-07, -0.147, 0, 0, 0, 0;
1.19949, 0.420003, 0, 0, 0, 0, 1, 2.67394e-10, 1.47527e-07, -0.147, 0, 0, 0, 0;
1.19949, 0.420003, 0, 0, 0, 0, 1, 2.67374e-10, 1.48088e-07, -0.147, 0, 0, 0, 0;
1.19948, 0.420003, 0, 0, 0, 0, 1, 2.67353e-10, 1.48696e-07, -0.147, 0, 0, 0, 0;
1.19948, 0.420003, 0, 0, 0, 0, 1, 2.6733e-10, 1.49352e-07, -0.147, 0, 0, 0, 0;
1.19948, 0.420003, 0, 0, 0, 0, 1, 2.67306e-10, 1.50055e-07, -0.147, 0, 0, 0, 0;
1.19948, 0.420003, 0, 0, 0, 0, 1, 2.67279e-10, 1.50806e-07, -0.147, 0, 0, 0, 0;
1.19948, 0.420003, 0, 0, 0, 0, 1, 2.67252e-10, 1.51605e-07, -0.147, 0, 0, 0, 0;
1.19947, 0.420003, 0, 0, 0, 0, 1, 2.67222e-10, 1.52451e-07, -0.147, 0, 0, 0, 0;
1.19947, 0.420003, 0, 0, 0, 0, 1, 2.67193e-10, 1.53297e-07, -0.147, 0, 0, 0, 0;
1.19947, 0.420003, 0, 0, 0, 0, 1, 2.6716e-10, 1.54239e-07, -0.147, 0, 0, 0, 0;
1.19947, 0.420003, 0, 0, 0, 0, 1, 2.67125e-10, 1.55229e-07, -0.147, 0, 0, 0, 0;
1.19946, 0.420003, 0, 0, 0, 0, 1, 2.67089e-10, 1.56267e-07, -0.147, 0, 0, 0, 0;
1.19946, 0.420003, 0, 0, 0, 0, 1, 2.67051e-10, 1.57354e-07, -0.147, 0, 0, 0, 0;
1.19946, 0.420003, 0, 0, 0, 0, 1, 2.67012e-10, 1.58488e-07, -0.147, 0, 0, 0, 0;
1.19946, 0.420003, 0, 0, 0, 0, 1, 2.66971e-10, 1.59671e-07, -0.147, 0, 0, 0, 0;
1.19946, 0.420003, 0, 0, 0, 0, 1, 2.66928e-10, 1.60903e-07, -0.147, 0, 0, 0, 0;
1.19945, 0.420003, 0, 0, 0, 0, 1, 2.66883e-10, 1.62183e-07, -0.147, 0, 0, 0, 0;
